x y result
20 0 1
22 2 484
23 4 279841
20 3 8000
1 2 1
25 4 390625
21 4 194481
19 3 6859
16 0 1
9 3 729
0 2 0
25 3 15625
28 0 1
23 1 23
10 3 1000
10 4 10000
16 2 256
25 0 1
27 1 27
16 1 16
3 4 81
17 1 17
2 3 8
2 2 4
1 4 1
9 1 9
4 3 64
1 1 1
17 2 289
19 0 1
28 3 21952
12 2 144
8 1 8
20 2 400
7 4 2401
2 2 4
22 4 234256
16 3 4096
13 2 169
21 0 1
26 1 26
28 1 28
18 2 324
11 2 121
11 4 14641
24 3 13824
28 2 784
4 3 64
14 4 38416
26 4 456976
28 1 28
28 3 21952
0 3 0
4 3 64
17 3 4913
21 3 9261
2 1 2
10 2 100
6 0 1
13 1 13
24 3 13824
18 1 18
4 4 256
9 4 6561
0 3 0
8 2 64
27 4 531441
10 1 10
5 0 1
16 3 4096
24 1 24
17 0 1
6 2 36
27 3 19683
20 3 8000
25 2 625
4 0 1
25 0 1
22 0 1
7 4 2401
19 4 130321
25 2 625
26 1 26
18 0 1
20 1 20
17 3 4913
28 4 614656
28 4 614656
8 1 8
18 3 5832
26 1 26
1 0 1
27 3 19683
11 3 1331
2 1 2
15 4 50625
12 3 1728
3 0 1
26 1 26
11 1 11
14 4 38416
22 2 484
21 2 441
9 4 6561
10 2 100
4 4 256
25 0 1
28 0 1
11 1 11
9 1 9
9 2 81
24 1 24
25 1 25
0 2 0
25 4 390625
21 3 9261
10 2 100
23 1 23
13 1 13
14 4 38416
22 1 22
5 3 125
7 3 343
29 3 24389
10 2 100
5 0 1
8 0 1
24 2 576
5 2 25
0 1 0
2 0 1
23 3 12167
2 1 2
13 4 28561
15 1 15
5 3 125
10 2 100
26 4 456976
9 0 1
20 3 8000
29 0 1
22 0 1
9 1 9
9 4 6561
27 4 531441
28 0 1
7 2 49
27 0 1
7 3 343
5 1 5
17 0 1
29 1 29
22 0 1
5 4 625
28 2 784
24 4 331776
22 2 484
29 2 841
2 3 8
11 1 11
1 4 1
18 2 324
24 1 24
16 3 4096
7 4 2401
8 3 512
6 2 36
8 2 64
3 2 9
11 1 11
22 0 1
15 2 225
23 4 279841
24 3 13824
2 2 4
11 4 14641
23 3 12167
24 0 1
9 1 9
6 3 216
25 3 15625
11 2 121
15 4 50625
29 4 707281
13 2 169
13 0 1
8 1 8
19 1 19
22 1 22
10 2 100
8 2 64
13 1 13
1 2 1
4 0 1
3 1 3
4 0 1
13 1 13
15 3 3375
7 2 49
1 1 1
20 4 160000
14 4 38416
15 4 50625
11 2 121
8 0 1
10 0 1
13 4 28561
5 3 125
22 0 1
14 0 1
24 3 13824
12 3 1728
25 2 625
13 3 2197
2 4 16
0 4 0
18 4 104976
1 3 1
14 3 2744
25 2 625
29 1 29
9 1 9
18 4 104976
10 0 1
2 1 2
11 2 121
0 4 0
1 0 1
1 1 1
28 3 21952
8 0 1
0 4 0
26 1 26
17 1 17
20 1 20
16 2 256
14 4 38416
18 0 1
29 3 24389
11 0 1
21 4 194481
0 0 1
17 0 1
9 0 1
11 4 14641
24 1 24
9 4 6561
22 1 22
25 0 1
7 3 343
11 3 1331
4 2 16
13 3 2197
27 4 531441
21 0 1
14 0 1
20 3 8000
28 4 614656
25 3 15625
4 3 64
10 3 1000
19 3 6859
19 4 130321
4 0 1
21 4 194481
13 2 169
3 0 1
9 3 729
1 0 1
6 1 6
1 2 1
25 1 25
17 1 17
25 0 1
2 1 2
9 3 729
28 4 614656
5 3 125
5 3 125
11 2 121
16 3 4096
18 2 324
13 0 1
18 0 1
1 0 1
28 2 784
0 3 0
18 3 5832
24 0 1
12 0 1
22 0 1
18 2 324
9 0 1
22 1 22
1 0 1
15 3 3375
9 4 6561
3 2 9
1 1 1
29 4 707281
11 3 1331
11 1 11
11 4 14641
20 3 8000
28 4 614656
14 4 38416
15 4 50625
16 3 4096
1 3 1
15 0 1
11 3 1331
2 3 8
12 1 12
2 2 4
11 0 1
18 4 104976
3 1 3
21 1 21
2 1 2
24 4 331776
27 2 729
9 3 729
23 1 23
10 2 100
5 3 125
5 2 25
23 3 12167
17 1 17
5 3 125
28 4 614656
12 2 144
7 1 7
1 1 1
28 1 28
29 3 24389
21 0 1
5 1 5
16 1 16
3 3 27
19 1 19
24 4 331776
15 4 50625
25 1 25
23 3 12167
0 2 0
28 1 28
14 1 14
14 4 38416
5 3 125
13 4 28561
10 3 1000
14 3 2744
21 2 441
20 1 20
22 4 234256
13 1 13
9 3 729
18 4 104976
19 3 6859
6 4 1296
26 2 676
4 0 1
14 2 196
18 1 18
0 0 1
9 3 729
11 3 1331
2 0 1
25 4 390625
5 0 1
24 1 24
28 2 784
19 4 130321
2 0 1
1 0 1
22 4 234256
14 3 2744
6 2 36
28 1 28
18 2 324
13 3 2197
1 4 1
14 1 14
13 3 2197
6 2 36
19 4 130321
0 0 1
9 1 9
7 1 7
11 0 1
18 3 5832
11 3 1331
12 4 20736
11 1 11
21 0 1
7 2 49
6 4 1296
8 1 8
18 2 324
19 0 1
11 1 11
20 0 1
15 4 50625
13 4 28561
10 2 100
29 0 1
27 0 1
15 0 1
13 1 13
14 1 14
17 4 83521
10 1 10
18 1 18
23 3 12167
18 1 18
21 2 441
28 2 784
23 4 279841
9 1 9
2 0 1
3 3 27
16 0 1
7 4 2401
6 3 216
5 2 25
3 1 3
29 4 707281
12 0 1
18 3 5832
8 0 1
11 4 14641
17 2 289
16 4 65536
25 0 1
10 3 1000
24 4 331776
11 4 14641
13 3 2197
28 4 614656
20 0 1
12 0 1
19 4 130321
12 4 20736
8 3 512
23 4 279841
15 4 50625
24 4 331776
22 3 10648
3 0 1
19 0 1
24 3 13824
4 4 256
28 3 21952
19 2 361
29 4 707281
14 0 1
25 4 390625
14 2 196
22 2 484
28 2 784
27 3 19683
17 3 4913
19 4 130321
4 3 64
7 3 343
22 3 10648
2 1 2
5 1 5
21 0 1
18 3 5832
29 2 841
25 1 25
24 0 1
15 2 225
28 0 1
22 0 1
10 4 10000
4 1 4
3 0 1
16 4 65536
11 2 121
26 4 456976
20 0 1
21 1 21
13 0 1
16 1 16
19 3 6859
11 1 11
29 4 707281
16 0 1
0 0 1
8 4 4096
1 2 1
20 3 8000
2 4 16
26 0 1
10 2 100
10 2 100
27 2 729
25 3 15625
5 3 125
1 0 1
21 2 441
7 3 343
15 4 50625
3 0 1
17 0 1
10 0 1
23 0 1
25 4 390625
26 0 1
18 0 1
21 3 9261
13 4 28561
6 3 216
29 4 707281
29 0 1
10 4 10000
19 4 130321
0 1 0
29 2 841
5 2 25
13 4 28561
15 4 50625
13 4 28561
18 0 1
26 1 26
29 1 29
11 1 11
9 4 6561
5 1 5
6 0 1
26 3 17576
28 4 614656
15 3 3375
1 0 1
1 0 1
26 4 456976
3 4 81
29 1 29
6 0 1
24 1 24
25 2 625
24 4 331776
6 4 1296
23 2 529
22 1 22
29 4 707281
19 1 19
9 4 6561
18 0 1
21 1 21
0 4 0
29 1 29
25 0 1
9 2 81
0 1 0
15 4 50625
20 1 20
29 0 1
9 4 6561
1 2 1
10 1 10
28 2 784
6 4 1296
4 0 1
18 1 18
6 2 36
19 0 1
9 3 729
14 2 196
25 1 25
11 3 1331
29 4 707281
12 2 144
17 0 1
20 3 8000
1 3 1
22 2 484
16 3 4096
7 2 49
3 4 81
23 4 279841
10 4 10000
25 0 1
28 1 28
8 3 512
29 3 24389
20 1 20
12 1 12
16 1 16
2 1 2
11 0 1
21 0 1
13 2 169
10 0 1
7 4 2401
18 0 1
11 2 121
25 2 625
27 2 729
17 2 289
15 2 225
7 4 2401
6 2 36
9 4 6561
21 2 441
14 4 38416
18 2 324
15 1 15
18 3 5832
0 4 0
7 4 2401
16 0 1
24 2 576
8 3 512
22 0 1
21 1 21
27 1 27
20 1 20
3 0 1
7 4 2401
28 3 21952
3 4 81
19 1 19
27 2 729
18 1 18
15 3 3375
25 3 15625
29 4 707281
28 4 614656
3 1 3
12 2 144
16 3 4096
29 4 707281
10 1 10
26 0 1
17 2 289
6 4 1296
20 0 1
19 2 361
7 0 1
1 2 1
6 4 1296
15 2 225
26 1 26
6 1 6
13 0 1
14 0 1
17 2 289
12 4 20736
24 1 24
10 1 10
13 1 13
19 1 19
18 3 5832
15 4 50625
3 1 3
21 2 441
20 0 1
16 3 4096
21 0 1
28 3 21952
16 2 256
28 4 614656
5 3 125
20 4 160000
4 3 64
6 3 216
23 3 12167
11 4 14641
28 1 28
10 2 100
25 1 25
25 1 25
25 0 1
28 2 784
2 2 4
8 3 512
26 1 26
10 4 10000
20 1 20
23 1 23
21 0 1
14 3 2744
27 3 19683
23 2 529
26 4 456976
14 3 2744
24 3 13824
5 2 25
9 3 729
23 2 529
1 0 1
13 1 13
0 0 1
0 0 1
0 0 1
28 4 614656
9 2 81
4 3 64
14 1 14
12 2 144
19 2 361
9 0 1
16 3 4096
19 4 130321
11 1 11
8 4 4096
23 2 529
1 3 1
5 4 625
23 4 279841
12 2 144
17 0 1
2 2 4
16 0 1
4 4 256
4 3 64
7 1 7
12 2 144
10 2 100
27 1 27
28 1 28
26 3 17576
12 2 144
22 1 22
9 3 729
11 3 1331
13 2 169
14 0 1
10 3 1000
11 4 14641
18 3 5832
10 4 10000
4 4 256
22 4 234256
21 2 441
7 2 49
5 4 625
15 1 15
4 0 1
22 1 22
25 2 625
28 0 1
12 0 1
19 1 19
27 4 531441
27 3 19683
5 1 5
15 2 225
27 1 27
13 1 13
25 4 390625
25 0 1
5 4 625
27 4 531441
24 4 331776
23 4 279841
10 1 10
14 3 2744
9 4 6561
16 3 4096
29 3 24389
5 1 5
17 2 289
1 3 1
23 3 12167
19 1 19
11 3 1331
25 4 390625
17 1 17
28 0 1
1 1 1
29 4 707281
2 1 2
19 2 361
6 2 36
17 4 83521
26 4 456976
26 4 456976
23 0 1
19 1 19
2 4 16
2 3 8
25 1 25
0 1 0
13 1 13
0 3 0
8 3 512
24 3 13824
14 3 2744
21 2 441
13 0 1
4 1 4
2 3 8
1 1 1
19 4 130321
29 2 841
2 2 4
24 3 13824
0 1 0
27 4 531441
27 0 1
3 2 9
19 4 130321
9 4 6561
1 2 1
2 3 8
4 2 16
22 0 1
22 3 10648
23 0 1
2 1 2
7 2 49
4 3 64
16 2 256
5 4 625
20 3 8000
17 3 4913
20 3 8000
5 1 5
23 0 1
5 3 125
20 0 1
9 4 6561
19 2 361
2 3 8
22 2 484
29 1 29
18 1 18
8 2 64
21 0 1
16 0 1
8 4 4096
5 0 1
4 2 16
29 1 29
25 2 625
29 4 707281
19 2 361
14 0 1
21 3 9261
10 2 100
2 1 2
29 4 707281
17 1 17
20 4 160000
17 4 83521
24 2 576
12 4 20736
4 2 16
25 3 15625
23 0 1
13 4 28561
28 4 614656
10 2 100
29 3 24389
18 1 18
5 0 1
9 4 6561
6 3 216
22 1 22
22 1 22
3 2 9
21 4 194481
13 4 28561
9 0 1
16 3 4096
26 1 26
15 4 50625
10 0 1
18 1 18
21 0 1
9 4 6561
6 2 36
7 4 2401
28 4 614656
28 2 784
27 1 27
7 0 1
7 2 49
3 3 27
10 1 10
7 1 7
23 0 1
12 1 12
1 2 1
11 3 1331
6 4 1296
7 3 343
6 2 36
15 1 15
9 4 6561
23 3 12167
2 2 4
11 0 1
9 3 729
21 0 1
12 0 1
28 2 784
8 4 4096
7 3 343
2 1 2
26 2 676
10 1 10
21 4 194481
21 1 21
16 0 1
4 4 256
14 1 14
27 1 27
18 1 18
14 0 1
7 0 1
23 1 23
3 4 81
28 3 21952
4 4 256
10 2 100
25 1 25
28 0 1
22 4 234256
0 3 0
2 2 4
17 4 83521
10 4 10000
21 4 194481
25 0 1
11 2 121
17 2 289
15 1 15
10 4 10000
26 4 456976
9 1 9
13 3 2197
9 1 9
29 3 24389
25 2 625
18 1 18
28 3 21952
14 2 196
18 4 104976
27 4 531441
6 3 216
26 1 26
15 3 3375
27 2 729
22 1 22
18 2 324
13 3 2197
9 4 6561
4 2 16
0 3 0
14 4 38416
16 2 256
13 1 13
18 3 5832
28 4 614656
0 3 0
2 4 16
19 4 130321
3 3 27
6 2 36
12 0 1
16 0 1
16 1 16
26 2 676
0 4 0
9 1 9
7 3 343
22 2 484
5 4 625
4 0 1
11 2 121
19 2 361
3 3 27
20 3 8000
11 2 121
19 3 6859
29 1 29
3 2 9
14 2 196
21 3 9261
22 3 10648
23 0 1
12 4 20736
8 4 4096
12 0 1
18 2 324
19 0 1
28 2 784
17 0 1
25 1 25
3 1 3
25 1 25
6 3 216
2 1 2
21 0 1
27 1 27
7 2 49
26 1 26
27 2 729
28 1 28
24 1 24
14 3 2744
23 4 279841
6 4 1296
19 1 19
4 0 1
24 2 576
18 0 1
1 3 1
8 0 1
11 4 14641
21 1 21
4 3 64
5 0 1
7 4 2401
14 4 38416
9 3 729
25 0 1
7 4 2401
6 2 36
20 2 400
2 0 1
7 4 2401
26 3 17576
11 2 121
8 3 512
27 2 729
5 0 1
22 2 484
29 3 24389
18 2 324
0 1 0
8 3 512
28 1 28
10 2 100
17 4 83521
6 0 1
24 3 13824
16 4 65536
5 3 125
24 3 13824
11 4 14641
26 2 676
24 2 576
17 3 4913
22 0 1
17 0 1
12 0 1
27 1 27
11 1 11
20 3 8000
13 1 13
11 3 1331
20 1 20
11 0 1
17 3 4913
9 1 9
22 4 234256
14 1 14
14 1 14
19 2 361
28 1 28
8 4 4096
7 3 343
20 3 8000
12 3 1728
14 3 2744
19 1 19
15 0 1
8 1 8
1 0 1
18 3 5832
1 0 1
23 1 23
20 3 8000
9 4 6561
1 3 1
27 0 1
5 2 25
12 2 144
7 3 343
12 2 144
10 3 1000
14 2 196
23 0 1
25 3 15625
13 3 2197
16 4 65536
15 3 3375
12 0 1
26 1 26
6 0 1
15 0 1
11 4 14641
29 2 841
28 0 1
10 2 100
24 3 13824
2 0 1
0 0 1
8 3 512
9 1 9
10 1 10
21 4 194481
18 4 104976
10 3 1000
0 2 0
19 3 6859
13 0 1
16 1 16
8 2 64
23 4 279841
5 0 1
5 0 1
27 0 1
10 0 1
16 2 256
14 4 38416
6 0 1
21 4 194481
9 1 9
6 4 1296
7 0 1
23 0 1
2 2 4
16 3 4096
10 1 10
27 2 729
6 1 6
15 3 3375
20 4 160000
14 0 1
7 2 49
2 4 16
7 3 343
10 1 10
12 0 1
10 3 1000
9 3 729
3 3 27
15 0 1
20 0 1
20 2 400
0 0 1
0 4 0
0 2 0
6 0 1
10 2 100
19 2 361
29 4 707281
4 3 64
16 3 4096
5 0 1
17 4 83521
21 1 21
16 4 65536
13 0 1
24 1 24
27 1 27
24 3 13824
8 2 64
19 3 6859
6 0 1
8 4 4096
10 3 1000
13 2 169
13 4 28561
20 1 20
25 3 15625
28 2 784
4 0 1
21 3 9261
13 1 13
28 4 614656
0 1 0
4 1 4
29 1 29
20 1 20
26 3 17576
16 4 65536
17 2 289
16 4 65536
5 2 25
1 3 1
29 0 1
1 3 1
29 2 841
23 1 23
10 2 100
16 1 16
28 3 21952
20 1 20
3 4 81
23 1 23
21 4 194481
22 3 10648
3 2 9
20 1 20
17 1 17
18 2 324
10 0 1
0 3 0
21 0 1
27 1 27
13 4 28561
2 3 8
29 0 1
8 0 1
5 2 25
28 1 28
1 0 1
8 2 64
21 1 21
16 0 1
11 4 14641
14 1 14
23 1 23
12 3 1728
4 4 256
21 3 9261
19 1 19
21 1 21
12 1 12
7 1 7
13 3 2197
11 2 121
12 1 12
2 3 8
4 2 16
10 3 1000
2 4 16
11 3 1331
11 3 1331
11 2 121
5 0 1
25 4 390625
28 2 784
28 2 784
22 0 1
8 2 64
1 2 1
19 0 1
17 4 83521
16 4 65536
2 4 16
16 4 65536
21 0 1
3 2 9
15 1 15
28 2 784
18 0 1
29 1 29
20 4 160000
6 4 1296
15 3 3375
3 2 9
0 4 0
3 3 27
20 4 160000
5 4 625
25 2 625
12 1 12
11 4 14641
24 0 1
19 2 361
7 1 7
26 2 676
28 2 784
2 0 1
6 2 36
17 4 83521
29 1 29
5 2 25
3 3 27
21 1 21
5 1 5
23 2 529
29 0 1
16 2 256
29 1 29
28 3 21952
9 2 81
18 0 1
18 1 18
0 4 0
21 0 1
13 1 13
12 2 144
2 0 1
29 3 24389
8 3 512
21 3 9261
18 2 324
8 4 4096
27 1 27
25 1 25
23 0 1
25 4 390625
22 0 1
3 1 3
25 0 1
9 2 81
28 0 1
10 4 10000
17 2 289
0 2 0
28 2 784
16 0 1
10 3 1000
2 3 8
4 4 256
10 1 10
13 3 2197
17 2 289
16 3 4096
28 1 28
6 4 1296
13 3 2197
4 1 4
29 0 1
10 2 100
11 1 11
14 4 38416
27 3 19683
19 3 6859
21 2 441
15 1 15
3 1 3
8 3 512
11 2 121
18 1 18
1 3 1
17 1 17
3 3 27
6 2 36
24 4 331776
14 3 2744
8 4 4096
6 1 6
19 4 130321
12 0 1
23 3 12167
0 2 0
18 1 18
6 2 36
1 0 1
1 0 1
21 4 194481
9 3 729
21 2 441
19 0 1
13 3 2197
12 1 12
16 2 256
22 4 234256
16 2 256
1 1 1
20 2 400
5 1 5
16 2 256
0 3 0
20 2 400
29 4 707281
2 3 8
26 3 17576
18 0 1
13 1 13
5 0 1
25 2 625
12 0 1
29 2 841
20 4 160000
25 0 1
20 0 1
1 4 1
21 4 194481
16 4 65536
19 2 361
20 1 20
8 2 64
4 4 256
20 1 20
7 3 343
19 4 130321
8 4 4096
12 1 12
15 4 50625
26 3 17576
29 3 24389
16 1 16
11 1 11
20 0 1
11 2 121
19 3 6859
22 4 234256
14 4 38416
9 0 1
26 2 676
3 1 3
13 1 13
18 0 1
5 2 25
3 4 81
5 2 25
2 1 2
0 1 0
27 4 531441
15 0 1
20 4 160000
4 3 64
5 3 125
27 3 19683
6 0 1
6 0 1
21 1 21
6 2 36
8 2 64
17 1 17
0 4 0
17 4 83521
6 1 6
12 4 20736
17 3 4913
0 1 0
15 3 3375
10 3 1000
2 2 4
16 3 4096
19 4 130321
15 0 1
18 3 5832
1 1 1
19 1 19
26 0 1
9 0 1
10 4 10000
20 1 20
3 1 3
1 3 1
11 0 1
13 0 1
18 3 5832
2 0 1
17 1 17
23 4 279841
1 0 1
19 3 6859
0 1 0
1 4 1
25 0 1
5 1 5
14 4 38416
13 3 2197
9 1 9
17 3 4913
26 2 676
19 2 361
22 0 1
28 3 21952
18 1 18
4 0 1
29 4 707281
10 0 1
18 2 324
3 4 81
23 2 529
6 4 1296
28 2 784
2 0 1
21 0 1
5 2 25
2 2 4
6 1 6
4 0 1
18 1 18
10 0 1
29 0 1
18 2 324
22 3 10648
13 1 13
7 3 343
12 2 144
26 3 17576
0 2 0
9 0 1
27 0 1
20 3 8000
29 2 841
25 3 15625
8 2 64
27 3 19683
2 2 4
14 3 2744
20 4 160000
22 4 234256
21 0 1
26 3 17576
20 2 400
12 2 144
7 3 343
13 0 1
21 3 9261
20 4 160000
1 3 1
6 4 1296
26 1 26
26 4 456976
14 1 14
23 0 1
11 1 11
25 0 1
5 0 1
4 0 1
3 3 27
22 1 22
5 3 125
28 2 784
3 0 1
20 4 160000
21 3 9261
20 3 8000
16 1 16
20 0 1
13 4 28561
21 2 441
7 2 49
28 4 614656
20 4 160000
4 0 1
22 2 484
22 0 1
4 1 4
19 3 6859
21 1 21
12 0 1
22 4 234256
12 1 12
5 0 1
22 1 22
27 0 1
0 2 0
20 1 20
12 2 144
14 4 38416
17 3 4913
21 4 194481
5 2 25
24 0 1
2 4 16
25 4 390625
23 3 12167
22 1 22
11 1 11
15 0 1
14 0 1
17 0 1
16 0 1
21 0 1
25 4 390625
2 4 16
17 3 4913
28 0 1
2 4 16
16 2 256
17 0 1
18 2 324
23 2 529
8 2 64
17 1 17
17 0 1
5 0 1
24 0 1
16 4 65536
1 0 1
13 4 28561
28 0 1
7 4 2401
5 1 5
23 1 23
16 3 4096
7 0 1
16 2 256
16 1 16
12 3 1728
12 0 1
23 4 279841
7 4 2401
12 4 20736
5 1 5
23 4 279841
21 3 9261
28 2 784
4 0 1
28 1 28
19 2 361
9 0 1
10 3 1000
1 0 1
8 2 64
26 4 456976
25 3 15625
0 4 0
8 0 1
7 1 7
9 0 1
3 3 27
1 3 1
14 1 14
26 4 456976
9 0 1
29 0 1
27 2 729
17 2 289
15 1 15
10 4 10000
0 0 1
19 1 19
13 1 13
2 3 8
7 1 7
0 3 0
12 2 144
19 0 1
15 0 1
23 3 12167
27 0 1
10 2 100
25 0 1
1 2 1
10 4 10000
14 0 1
28 3 21952
18 0 1
27 4 531441
11 4 14641
29 1 29
26 0 1
4 0 1
16 1 16
16 2 256
29 0 1
4 1 4
0 0 1
19 3 6859
23 2 529
8 2 64
15 0 1
29 4 707281
21 3 9261
14 1 14
3 4 81
27 0 1
20 4 160000
14 1 14
3 2 9
29 3 24389
18 2 324
8 2 64
2 4 16
11 1 11
8 3 512
14 4 38416
21 4 194481
24 0 1
0 1 0
1 4 1
23 0 1
19 0 1
3 2 9
19 3 6859
16 1 16
14 2 196
26 4 456976
18 4 104976
11 1 11
12 1 12
14 1 14
28 3 21952
26 4 456976
9 0 1
26 4 456976
10 2 100
15 1 15
9 2 81
10 1 10
7 2 49
29 3 24389
8 3 512
4 2 16
16 4 65536
22 0 1
12 1 12
29 1 29
29 3 24389
28 3 21952
18 4 104976
18 4 104976
15 3 3375
13 0 1
8 3 512
5 3 125
23 1 23
20 4 160000
8 3 512
4 0 1
18 2 324
5 0 1
24 1 24
24 3 13824
24 0 1
9 1 9
17 0 1
15 0 1
29 4 707281
5 4 625
1 1 1
9 3 729
8 2 64
9 4 6561
10 0 1
17 2 289
26 1 26
21 4 194481
20 3 8000
1 3 1
26 4 456976
14 4 38416
16 1 16
5 4 625
12 3 1728
7 2 49
12 4 20736
17 4 83521
18 3 5832
9 4 6561
18 3 5832
7 1 7
2 0 1
29 2 841
13 0 1
9 2 81
27 0 1
24 0 1
23 1 23
14 0 1
12 3 1728
13 4 28561
5 2 25
19 0 1
25 4 390625
14 0 1
6 1 6
21 4 194481
5 4 625
11 0 1
3 3 27
20 1 20
0 3 0
1 1 1
12 1 12
26 2 676
19 2 361
4 3 64
23 4 279841
22 4 234256
29 0 1
15 3 3375
13 4 28561
26 0 1
22 2 484
15 0 1
26 1 26
25 0 1
10 3 1000
6 1 6
26 0 1
7 4 2401
26 2 676
9 2 81
19 1 19
17 1 17
19 4 130321
2 3 8
6 1 6
12 3 1728
0 3 0
15 4 50625
25 0 1
2 4 16
4 1 4
0 4 0
10 0 1
8 4 4096
28 4 614656
18 4 104976
4 1 4
11 1 11
10 2 100
25 3 15625
25 3 15625
20 1 20
21 1 21
0 2 0
21 0 1
11 4 14641
3 2 9
12 0 1
13 2 169
8 0 1
19 3 6859
25 3 15625
5 2 25
21 2 441
10 3 1000
23 1 23
13 0 1
7 0 1
14 3 2744
28 3 21952
3 1 3
24 0 1
20 0 1
11 1 11
11 3 1331
20 3 8000
7 2 49
3 2 9
18 2 324
15 2 225
27 3 19683
19 0 1
5 0 1
18 3 5832
3 2 9
4 1 4
28 3 21952
6 1 6
14 2 196
29 4 707281
4 0 1
18 3 5832
17 0 1
11 0 1
26 2 676
20 1 20
10 0 1
12 4 20736
19 2 361
2 2 4
29 1 29
2 1 2
10 0 1
9 3 729
11 3 1331
9 1 9
23 3 12167
15 1 15
3 1 3
13 0 1
13 1 13
26 1 26
19 2 361
21 2 441
5 2 25
8 0 1
22 1 22
28 0 1
18 4 104976
5 2 25
1 0 1
17 3 4913
10 1 10
4 4 256
12 0 1
18 2 324
26 2 676
9 3 729
13 3 2197
6 1 6
9 2 81
8 4 4096
11 1 11
14 2 196
24 0 1
15 2 225
26 0 1
23 3 12167
12 0 1
11 4 14641
26 2 676
4 3 64
13 3 2197
22 1 22
13 2 169
12 1 12
16 4 65536
18 2 324
16 2 256
5 2 25
12 0 1
18 1 18
15 3 3375
14 1 14
2 0 1
19 0 1
18 2 324
9 1 9
3 3 27
20 0 1
0 1 0
9 1 9
1 0 1
26 3 17576
10 3 1000
4 1 4
24 0 1
22 3 10648
6 0 1
22 3 10648
15 0 1
19 3 6859
6 4 1296
27 0 1
17 4 83521
12 3 1728
5 1 5
14 4 38416
19 1 19
4 3 64
14 3 2744
0 1 0
27 0 1
20 0 1
23 1 23
5 0 1
23 3 12167
8 4 4096
4 4 256
25 4 390625
24 0 1
12 4 20736
11 0 1
1 2 1
1 3 1
14 3 2744
18 1 18
7 1 7
28 3 21952
18 4 104976
14 0 1
2 0 1
0 4 0
28 0 1
8 4 4096
12 3 1728
17 3 4913
7 1 7
23 2 529
4 4 256
13 4 28561
29 4 707281
26 2 676
20 2 400
20 4 160000
25 1 25
24 3 13824
29 1 29
5 1 5
12 1 12
28 4 614656
6 4 1296
3 4 81
5 3 125
3 0 1
18 4 104976
27 0 1
18 1 18
12 4 20736
23 0 1
21 1 21
11 4 14641
26 4 456976
5 4 625
1 3 1
21 0 1
11 2 121
19 1 19
29 4 707281
5 2 25
17 3 4913
29 4 707281
29 4 707281
21 0 1
9 0 1
11 4 14641
20 1 20
4 3 64
13 4 28561
28 4 614656
5 2 25
9 1 9
7 2 49
7 3 343
11 1 11
26 1 26
15 3 3375
24 1 24
18 0 1
21 3 9261
17 3 4913
3 1 3
24 3 13824
9 3 729
23 2 529
28 3 21952
23 2 529
27 4 531441
20 0 1
26 4 456976
12 0 1
28 0 1
2 4 16
24 2 576
6 1 6
17 0 1
10 2 100
23 0 1
0 3 0
8 2 64
8 4 4096
28 1 28
2 4 16
25 2 625
25 4 390625
11 4 14641
27 3 19683
12 0 1
16 2 256
20 0 1
22 3 10648
15 2 225
11 3 1331
3 1 3
9 3 729
3 2 9
21 1 21
28 2 784
20 2 400
29 4 707281
2 3 8
4 0 1
10 2 100
14 4 38416
27 1 27
0 1 0
20 4 160000
13 3 2197
1 3 1
21 0 1
8 2 64
23 1 23
10 1 10
16 3 4096
28 0 1
1 2 1
13 1 13
16 1 16
8 0 1
16 4 65536
18 3 5832
28 0 1
5 1 5
25 0 1
3 1 3
17 3 4913
20 2 400
26 0 1
5 0 1
18 4 104976
25 1 25
8 0 1
16 1 16
11 0 1
17 1 17
21 4 194481
26 2 676
7 4 2401
10 1 10
7 3 343
11 1 11
11 0 1
9 4 6561
10 1 10
15 1 15
8 2 64
2 3 8
19 0 1
21 0 1
25 0 1
11 3 1331
0 1 0
12 0 1
15 3 3375
13 1 13
16 4 65536
19 1 19
3 2 9
25 0 1
11 3 1331
29 4 707281
14 2 196
13 2 169
18 0 1
16 1 16
15 0 1
15 4 50625
7 0 1
24 2 576
4 1 4
21 4 194481
9 1 9
25 2 625
8 4 4096
18 1 18
11 3 1331
2 4 16
16 2 256
14 0 1
12 2 144
10 4 10000
3 0 1
11 1 11
29 1 29
5 3 125
2 2 4
25 3 15625
0 3 0
14 2 196
22 0 1
21 1 21
9 4 6561
12 0 1
5 0 1
0 0 1
0 0 1
4 2 16
29 3 24389
27 1 27
20 2 400
23 1 23
13 2 169
13 3 2197
5 3 125
12 2 144
21 3 9261
15 4 50625
6 4 1296
4 0 1
28 3 21952
18 4 104976
17 3 4913
15 3 3375
23 4 279841
3 4 81
0 3 0
18 0 1
3 3 27
19 3 6859
26 3 17576
18 4 104976
8 3 512
24 1 24
29 4 707281
20 4 160000
14 0 1
16 4 65536
27 3 19683
29 2 841
7 4 2401
20 4 160000
28 0 1
6 3 216
13 1 13
25 4 390625
27 1 27
20 3 8000
27 1 27
20 2 400
19 2 361
20 0 1
28 4 614656
13 0 1
23 0 1
15 0 1
1 0 1
9 2 81
24 1 24
23 1 23
25 4 390625
24 0 1
26 2 676
4 4 256
24 0 1
19 2 361
24 0 1
11 0 1
11 0 1
13 0 1
24 3 13824
22 0 1
12 2 144
15 1 15
23 3 12167
21 1 21
19 2 361
